date,predicted_volume,total_traffic_volume,is_weekend,revenue_base,revenue_weekend_elastic,year
14-01-2014,89669.1,102871,0,322808.76,322808.76,2014
15-01-2014,95324.475,99185,0,343168.11,343168.11,2014
16-01-2014,102480.395,108102,0,368929.422,368929.422,2014
17-01-2014,88570.445,91716,0,318853.602,318853.602,2014
18-01-2014,58485.55,61389,1,210547.98,242551.273,2014
19-01-2014,54072.385,53234,1,194660.586,224248.9951,2014
20-01-2014,74539.235,64242,0,268341.246,268341.246,2014
21-01-2014,78173.425,79659,0,281424.33,281424.33,2014
22-01-2014,85719.105,89696,0,308588.778,308588.778,2014
23-01-2014,76833.415,72270,0,276600.294,276600.294,2014
24-01-2014,100151.94,99495,0,360546.984,360546.984,2014
25-01-2014,67979.31,74074,1,244725.516,281923.7944,2014
26-01-2014,55553.22,50757,1,199991.592,230390.314,2014
27-01-2014,66005.69,63308,0,237620.484,237620.484,2014
28-01-2014,75829.34,75692,0,272985.624,272985.624,2014
29-01-2014,77212.125,82841,0,277963.65,277963.65,2014
30-01-2014,66364.85,62392,0,238913.46,238913.46,2014
31-01-2014,67350.515,87330,0,242461.854,242461.854,2014
01-02-2014,61441.115,68462,1,221188.014,254808.5921,2014
02-02-2014,49360.76,50186,1,177698.736,204708.9439,2014
03-02-2014,76055.465,80300,0,273799.674,273799.674,2014
04-02-2014,86122.315,85386,0,310040.334,310040.334,2014
05-02-2014,79892.12,83496,0,287611.632,287611.632,2014
06-02-2014,84309.995,86518,0,303515.982,303515.982,2014
07-02-2014,85961.52,89072,0,309461.472,309461.472,2014
08-02-2014,64455.25,66062,1,232038.9,267308.8128,2014
09-02-2014,55329.62,54818,1,199186.632,229463.0001,2014
10-02-2014,80967.64,81015,0,291483.504,291483.504,2014
11-02-2014,76330.98,81675,0,274791.528,274791.528,2014
12-02-2014,88144.28,83492,0,317319.408,317319.408,2014
13-02-2014,84584.23,85971,0,304503.228,304503.228,2014
14-02-2014,89285.79,92572,0,321428.844,321428.844,2014
15-02-2014,58776.725,60233,1,211596.21,243758.8339,2014
16-02-2014,57688.51,53786,1,207678.636,239245.7887,2014
17-02-2014,65496.165,59325,0,235786.194,235786.194,2014
18-02-2014,83857.685,85738,0,301887.666,301887.666,2014
19-02-2014,82219.295,87903,0,295989.462,295989.462,2014
20-02-2014,77156.795,66920,0,277764.462,277764.462,2014
21-02-2014,57693.02,46632,0,207694.872,207694.872,2014
22-02-2014,56396.375,52612,1,203026.95,233887.0464,2014
23-02-2014,48510.86,50970,1,174639.096,201184.2386,2014
24-02-2014,75732.01,77049,0,272635.236,272635.236,2014
25-02-2014,82565.285,82278,0,297235.026,297235.026,2014
26-02-2014,78964.91,80697,0,284273.676,284273.676,2014
27-02-2014,80913.795,83957,0,291289.662,291289.662,2014
28-02-2014,87834.02,88188,0,316202.472,316202.472,2014
01-03-2014,62666.525,65561,1,225599.49,259890.6125,2014
02-03-2014,53827.69,53092,1,193779.684,223234.196,2014
03-03-2014,81149.28,81978,0,292137.408,292137.408,2014
04-03-2014,75566.62,57001,0,272039.832,272039.832,2014
05-03-2014,84046.67,86227,0,302568.012,302568.012,2014
06-03-2014,81943.935,89294,0,294998.166,294998.166,2014
07-03-2014,86215.9,90613,0,310377.24,310377.24,2014
08-03-2014,68050.06,77564,1,244980.216,282217.2088,2014
09-03-2014,68178.25,61644,1,245441.7,282748.8384,2014
10-03-2014,86795.495,84077,0,312463.782,312463.782,2014
11-03-2014,91229.415,87014,0,328425.894,328425.894,2014
12-03-2014,84937.47,88496,0,305774.892,305774.892,2014
13-03-2014,82228.435,90143,0,296022.366,296022.366,2014
14-03-2014,88729.585,89813,0,319426.506,319426.506,2014
15-03-2014,67014.93,70963,1,241253.748,277924.3177,2014
16-03-2014,57721.03,57244,1,207795.708,239380.6556,2014
17-03-2014,80424.66,79298,0,289528.776,289528.776,2014
18-03-2014,86892.93,83899,0,312814.548,312814.548,2014
19-03-2014,82466.145,81112,0,296878.122,296878.122,2014
20-03-2014,87163.105,88782,0,313787.178,313787.178,2014
21-03-2014,86380.855,88042,0,310971.078,310971.078,2014
22-03-2014,68738.71,68730,1,247459.356,285073.1781,2014
23-03-2014,57479.685,54755,1,206926.866,238379.7496,2014
24-03-2014,80705.505,80550,0,290539.818,290539.818,2014
25-03-2014,84778.87,86340,0,305203.932,305203.932,2014
26-03-2014,85093.97,90279,0,306338.292,306338.292,2014
27-03-2014,95470.955,85336,0,343695.438,343695.438,2014
28-03-2014,90844.68,91802,0,327040.848,327040.848,2014
29-03-2014,68303.135,72127,1,245891.286,283266.7615,2014
30-03-2014,59465.04,59241,1,214074.144,246613.4139,2014
31-03-2014,94478.63,82272,0,340123.068,340123.068,2014
01-04-2014,82487.24,83719,0,296954.064,296954.064,2014
02-04-2014,82245.8,82965,0,296084.88,296084.88,2014
03-04-2014,90494.295,81216,0,325779.462,325779.462,2014
04-04-2014,77927.395,69331,0,280538.622,280538.622,2014
05-04-2014,64801.195,70879,1,233284.302,268743.5159,2014
06-04-2014,54985.205,56742,1,197946.738,228034.6422,2014
07-04-2014,89118.61,86471,0,320826.996,320826.996,2014
08-04-2014,90223.07,91489,0,324803.052,324803.052,2014
09-04-2014,93384.57,91949,0,336184.452,336184.452,2014
10-04-2014,91691.06,94108,0,330087.816,330087.816,2014
11-04-2014,92307.26,94791,0,332306.136,332306.136,2014
12-04-2014,80817.86,71400,1,290944.296,335167.829,2014
13-04-2014,68608.655,58703,1,246991.158,284533.814,2014
14-04-2014,88313.4,85054,0,317928.24,317928.24,2014
15-04-2014,87999.31,90572,0,316797.516,316797.516,2014
16-04-2014,105666.805,85369,0,380400.498,380400.498,2014
17-04-2014,94781.815,88243,0,341214.534,341214.534,2014
18-04-2014,91991.78,89325,0,331170.408,331170.408,2014
19-04-2014,75378.29,64638,1,271361.844,312608.8443,2014
20-04-2014,60555.59,52817,1,218000.124,251136.1428,2014
21-04-2014,99593.195,101737,0,358535.502,358535.502,2014
22-04-2014,88084.555,89206,0,317104.398,317104.398,2014
23-04-2014,100001.34,88077,0,360004.824,360004.824,2014
24-04-2014,98035.005,91011,0,352926.018,352926.018,2014
25-04-2014,92569.295,93553,0,333249.462,333249.462,2014
26-04-2014,54954.505,49741,1,197836.218,227907.3231,2014
27-04-2014,63620.455,46205,1,229033.638,263846.751,2014
28-04-2014,94084.725,83114,0,338705.01,338705.01,2014
29-04-2014,64628.655,22604,0,232663.158,232663.158,2014
04-05-2014,57823.055,58558,1,208162.998,239803.7737,2014
05-05-2014,85807.355,87353,0,308906.478,308906.478,2014
06-05-2014,79920.87,72473,0,287715.132,287715.132,2014
07-05-2014,87846.27,90560,0,316246.572,316246.572,2014
08-05-2014,179088.21,217673,0,644717.556,644717.556,2014
09-05-2014,113578.145,96930,0,408881.322,408881.322,2014
10-05-2014,75901.135,83877,1,273244.086,314777.1871,2014
11-05-2014,73128.375,69154,1,263262.15,303277.9968,2014
12-05-2014,145479.44,148025,0,523725.984,523725.984,2014
13-05-2014,91870.6,93426,0,330734.16,330734.16,2014
14-05-2014,91931.275,93796,0,330952.59,330952.59,2014
15-05-2014,95049.565,95087,0,342178.434,342178.434,2014
16-05-2014,92328.905,95585,0,332384.058,332384.058,2014
17-05-2014,72126.58,76034,1,259655.688,299123.3526,2014
18-05-2014,65376.685,65576,1,235356.066,271130.188,2014
19-05-2014,165584.79,180373,0,596105.244,596105.244,2014
20-05-2014,140238.105,168334,0,504857.178,504857.178,2014
21-05-2014,91279.13,90312,0,328604.868,328604.868,2014
22-05-2014,91160.955,91493,0,328179.438,328179.438,2014
23-05-2014,85709.32,89096,0,308553.552,308553.552,2014
24-05-2014,61938.905,62351,1,222980.058,256873.0268,2014
25-05-2014,57974.94,52548,1,208709.784,240433.6712,2014
26-05-2014,75661.095,50348,0,272379.942,272379.942,2014
27-05-2014,111904.06,85150,0,402854.616,402854.616,2014
28-05-2014,94118.135,90920,0,338825.286,338825.286,2014
29-05-2014,85620.77,92581,0,308234.772,308234.772,2014
30-05-2014,92449.3,93700,0,332817.48,332817.48,2014
31-05-2014,68110.155,76518,1,245196.558,282466.4348,2014
01-06-2014,73516.635,73499,1,264659.886,304888.1887,2014
02-06-2014,102581.72,110874,0,369294.192,369294.192,2014
03-06-2014,74096.165,75884,0,266746.194,266746.194,2014
04-06-2014,75748.495,71220,0,272694.582,272694.582,2014
05-06-2014,92626.4,94586,0,333455.04,333455.04,2014
06-06-2014,110452.155,120335,0,397627.758,397627.758,2014
07-06-2014,112243.765,129780,1,404077.554,465497.3422,2014
08-06-2014,73214.055,77740,1,263570.598,303633.3289,2014
09-06-2014,89177.075,86867,0,321037.47,321037.47,2014
10-06-2014,54215.91,36306,0,195177.276,195177.276,2014
11-06-2014,40506.415,32758,0,145823.094,145823.094,2014
12-06-2014,45659.595,18943,0,164374.542,164374.542,2014
13-06-2014,44769.76,22282,0,161171.136,161171.136,2014
14-06-2014,45548.735,19055,1,163975.446,188899.7138,2014
15-06-2014,47559.11,27367,1,171212.796,197237.141,2014
16-06-2014,25604.315,5431,0,92175.534,92175.534,2014
17-06-2014,33452.99,6252,0,120430.764,120430.764,2014
18-06-2014,54642.4,25158,0,196712.64,196712.64,2014
19-06-2014,66166.645,30180,0,238199.922,238199.922,2014
20-06-2014,48034.265,27997,0,172923.354,172923.354,2014
21-06-2014,28725.615,10676,1,103412.214,119130.8705,2014
22-06-2014,25523.355,5892,1,91884.078,105850.4579,2014
23-06-2014,51922.825,32935,0,186922.17,186922.17,2014
24-06-2014,39901.955,13897,0,143647.038,143647.038,2014
25-06-2014,42615.18,17897,0,153414.648,153414.648,2014
26-06-2014,51826.815,28058,0,186576.534,186576.534,2014
27-06-2014,33874.01,13761,0,121946.436,121946.436,2014
28-06-2014,37013.365,22147,1,133248.114,153501.8273,2014
29-06-2014,35121.77,12616,1,126438.372,145657.0045,2014
30-06-2014,18783.98,5969,0,67622.328,67622.328,2014
01-07-2014,73618.165,48100,0,265025.394,265025.394,2014
02-07-2014,74868.02,68106,0,269524.872,269524.872,2014
03-07-2014,58097.76,41582,0,209151.936,209151.936,2014
04-07-2014,63939.395,50310,0,230181.822,230181.822,2014
05-07-2014,57771.105,55557,1,207975.978,239588.3267,2014
06-07-2014,63779.96,65027,1,229607.856,264508.2501,2014
07-07-2014,93186.86,94617,0,335472.696,335472.696,2014
08-07-2014,89523.72,85957,0,322285.392,322285.392,2014
09-07-2014,96208.195,94018,0,346349.502,346349.502,2014
10-07-2014,91736.455,94179,0,330251.238,330251.238,2014
11-07-2014,134250.055,136787,0,483300.198,483300.198,2014
12-07-2014,94528.92,110125,1,340304.112,392030.337,2014
13-07-2014,60113.335,62566,1,216408.006,249302.0229,2014
14-07-2014,94190.665,81142,0,339086.394,339086.394,2014
15-07-2014,92923.345,92054,0,334524.042,334524.042,2014
16-07-2014,92453.415,92698,0,332832.294,332832.294,2014
17-07-2014,83138.655,94058,0,299299.158,299299.158,2014
18-07-2014,83993.36,93774,0,302376.096,302376.096,2014
19-07-2014,68382.265,71937,1,246176.154,283594.9294,2014
20-07-2014,65852.215,63109,1,237067.974,273102.306,2014
21-07-2014,98863.74,88933,0,355909.464,355909.464,2014
22-07-2014,88614.71,91466,0,319012.956,319012.956,2014
23-07-2014,86983.6,93388,0,313140.96,313140.96,2014
24-07-2014,28390.865,1558,0,102207.114,102207.114,2014
25-07-2014,111612.53,109962,0,401805.108,401805.108,2014
26-07-2014,65381.05,70434,1,235371.78,271148.2906,2014
27-07-2014,49219.735,40102,1,177191.046,204124.085,2014
30-07-2014,74449.22,70935,0,268017.192,268017.192,2014
31-07-2014,97825.195,96634,0,352170.702,352170.702,2014
01-08-2014,88848.2,94181,0,319853.52,319853.52,2014
02-08-2014,22593.625,7288,1,81337.05,93700.2816,2014
03-08-2014,54447.04,48703,1,196009.344,225802.7643,2014
04-08-2014,93739.85,94066,0,337463.46,337463.46,2014
05-08-2014,92095.43,94742,0,331543.548,331543.548,2014
06-08-2014,103409.06,111397,0,372272.616,372272.616,2014
07-08-2014,62135.275,46637,0,223686.99,223686.99,2014
08-08-2014,38000.86,1364,0,136803.096,136803.096,2014
11-06-2015,56212.56,2886,0,202365.216,202365.216,2015
12-06-2015,36378.555,10774,0,130962.798,130962.798,2015
13-06-2015,30728.425,5091,1,110622.33,127436.9242,2015
14-06-2015,23879.745,2909,1,85967.082,99034.07846,2015
19-06-2015,16414.665,4681,0,59092.794,59092.794,2015
20-06-2015,33854.67,4045,1,121876.812,140402.0874,2015
22-06-2015,29778.305,5157,0,107201.898,107201.898,2015
24-06-2015,74488.895,66712,0,268160.022,268160.022,2015
25-06-2015,61369.555,44438,0,220930.398,220930.398,2015
26-06-2015,80985.425,84559,0,291547.53,291547.53,2015
27-06-2015,65576.105,68786,1,236073.978,271957.2227,2015
28-06-2015,73249.22,76951,1,263697.192,303779.1652,2015
29-06-2015,117680.26,132814,0,423648.936,423648.936,2015
30-06-2015,91154.305,93160,0,328155.498,328155.498,2015
01-07-2015,84630.4,82105,0,304669.44,304669.44,2015
02-07-2015,82328.55,86035,0,296382.78,296382.78,2015
03-07-2015,65270.88,64366,0,234975.168,234975.168,2015
04-07-2015,64397.645,68917,1,231831.522,267069.9133,2015
05-07-2015,59067.98,58611,1,212644.728,244966.7267,2015
06-07-2015,188966.105,226086,0,680277.978,680277.978,2015
07-07-2015,81246.92,84266,0,292488.912,292488.912,2015
08-07-2015,91169.13,87620,0,328208.868,328208.868,2015
09-07-2015,92576.635,89488,0,333275.886,333275.886,2015
10-07-2015,87463.36,87818,0,314868.096,314868.096,2015
11-07-2015,67249.025,71521,1,242096.49,278895.1565,2015
12-07-2015,58038.415,56070,1,208938.294,240696.9147,2015
13-07-2015,85643.39,84424,0,308316.204,308316.204,2015
14-07-2015,82483.945,83920,0,296942.202,296942.202,2015
15-07-2015,83668.59,87821,0,301206.924,301206.924,2015
16-07-2015,159558.18,181023,0,574409.448,574409.448,2015
17-07-2015,87102.34,96760,0,313568.424,313568.424,2015
18-07-2015,69040.35,72132,1,248545.26,286324.1395,2015
19-07-2015,52965.025,64483,1,190674.09,219656.5517,2015
20-07-2015,86744.91,83472,0,312281.676,312281.676,2015
21-07-2015,81041.78,86129,0,291750.408,291750.408,2015
22-07-2015,86820.81,86766,0,312554.916,312554.916,2015
23-07-2015,83507.825,86918,0,300628.17,300628.17,2015
24-07-2015,116279.05,123549,0,418604.58,418604.58,2015
25-07-2015,51014.995,41894,1,183653.982,211569.3873,2015
26-07-2015,55407.855,52849,1,199468.278,229787.4563,2015
27-07-2015,80290.88,81927,0,289047.168,289047.168,2015
28-07-2015,104272.025,107885,0,375379.29,375379.29,2015
29-07-2015,75822.185,77804,0,272959.866,272959.866,2015
30-07-2015,86768.57,86105,0,312366.852,312366.852,2015
31-07-2015,88924.175,91315,0,320127.03,320127.03,2015
01-08-2015,57567.235,57769,1,207242.046,238742.837,2015
02-08-2015,55342.18,55734,1,199231.848,229515.0889,2015
03-08-2015,85973.825,84346,0,309505.77,309505.77,2015
04-08-2015,86633.855,85946,0,311881.878,311881.878,2015
05-08-2015,89380.355,91103,0,321769.278,321769.278,2015
06-08-2015,118810.6,120665,0,427718.16,427718.16,2015
07-08-2015,100599.485,99348,0,362158.146,362158.146,2015
08-08-2015,70388.09,73279,1,253397.124,291913.4868,2015
09-08-2015,77081.5,83478,1,277493.4,319672.3968,2015
10-08-2015,81630.82,86334,0,293870.952,293870.952,2015
11-08-2015,85872.51,85680,0,309141.036,309141.036,2015
12-08-2015,88148.305,91023,0,317333.898,317333.898,2015
13-08-2015,88863.165,92141,0,319907.394,319907.394,2015
14-08-2015,86783.66,90644,0,312421.176,312421.176,2015
15-08-2015,55050.48,71725,1,198181.728,228305.3507,2015
16-08-2015,75680.265,93097,1,272448.954,313861.195,2015
17-08-2015,86982.12,84018,0,313135.632,313135.632,2015
18-08-2015,160789.06,175312,0,578840.616,578840.616,2015
19-08-2015,182824.005,207615,0,658166.418,658166.418,2015
20-08-2015,89309.33,91338,0,321513.588,321513.588,2015
21-08-2015,81025.055,89388,0,291690.198,291690.198,2015
22-08-2015,96926.595,98838,1,348935.742,401973.9748,2015
23-08-2015,71122.78,63548,1,256042.008,294960.3932,2015
24-08-2015,87099.05,85039,0,313556.58,313556.58,2015
25-08-2015,86481.01,87020,0,311331.636,311331.636,2015
26-08-2015,87773.78,92983,0,315985.608,315985.608,2015
27-08-2015,97955.37,92247,0,352639.332,352639.332,2015
28-08-2015,99169.945,98854,0,357011.802,357011.802,2015
29-08-2015,61120.685,57886,1,220034.466,253479.7048,2015
30-08-2015,65263.07,66740,1,234947.052,270659.0039,2015
31-08-2015,89440.065,96798,0,321984.234,321984.234,2015
01-09-2015,56574.47,43491,0,203668.092,203668.092,2015
02-09-2015,123641.695,144917,0,445110.102,445110.102,2015
03-09-2015,108666.04,122998,0,391197.744,391197.744,2015
04-09-2015,81515.925,91073,0,293457.33,293457.33,2015
05-09-2015,73345.155,77518,1,264042.558,304177.0268,2015
06-09-2015,73901.195,82136,1,266044.302,306483.0359,2015
07-09-2015,65534.855,58327,0,235925.478,235925.478,2015
08-09-2015,96537.58,100514,0,347535.288,347535.288,2015
09-09-2015,102230.595,101742,0,368030.142,368030.142,2015
10-09-2015,114930.875,134029,0,413751.15,413751.15,2015
11-09-2015,88851.495,87828,0,319865.382,319865.382,2015
12-09-2015,57083.485,52735,1,205500.546,236736.629,2015
13-09-2015,58184.225,56216,1,209463.21,241301.6179,2015
14-09-2015,81612.505,84963,0,293805.018,293805.018,2015
15-09-2015,88613.64,91042,0,319009.104,319009.104,2015
16-09-2015,93616.21,85841,0,337018.356,337018.356,2015
17-09-2015,170097.87,197748,0,612352.332,612352.332,2015
18-09-2015,115384.73,129790,0,415385.028,415385.028,2015
19-09-2015,68714.555,74566,1,247372.398,284973.0025,2015
20-09-2015,63909.725,61318,1,230075.01,265046.4115,2015
21-09-2015,78283.115,76617,0,281819.214,281819.214,2015
22-09-2015,78689.535,72648,0,283282.326,283282.326,2015
23-09-2015,128098.675,135236,0,461155.23,461155.23,2015
24-09-2015,167209.855,198058,0,601955.478,601955.478,2015
25-09-2015,74472.92,65630,0,268102.512,268102.512,2015
26-09-2015,51389.53,42594,1,185002.308,213122.6588,2015
27-09-2015,51693.37,52460,1,186096.132,214382.7441,2015
28-09-2015,92393.78,89655,0,332617.608,332617.608,2015
29-09-2015,71118.9,73012,0,256028.04,256028.04,2015
30-09-2015,72559.005,81738,0,261212.418,261212.418,2015
01-10-2015,67253.73,70811,0,242113.428,242113.428,2015
02-10-2015,68884.735,73723,0,247985.046,247985.046,2015
03-10-2015,55968.23,64148,1,201485.628,232111.4435,2015
04-10-2015,53211.14,57209,1,191560.104,220677.2398,2015
05-10-2015,78910.815,75852,0,284078.934,284078.934,2015
06-10-2015,73776.215,70822,0,265594.374,265594.374,2015
07-10-2015,82937.445,94643,0,298574.802,298574.802,2015
08-10-2015,114537.12,129461,0,412333.632,412333.632,2015
09-10-2015,65548.845,55570,0,235975.842,235975.842,2015
10-10-2015,50618.145,44739,1,182225.322,209923.5709,2015
11-10-2015,43441.265,39648,1,156388.554,180159.6142,2015
12-10-2015,95295.32,104917,0,343063.152,343063.152,2015
13-10-2015,84180.52,87079,0,303049.872,303049.872,2015
14-10-2015,58897.995,46734,0,212032.782,212032.782,2015
15-10-2015,77915.805,83807,0,280496.898,280496.898,2015
16-10-2015,47654.28,31502,0,171555.408,171555.408,2015
17-10-2015,29423.14,26585,1,105923.304,122023.6462,2015
18-10-2015,39711.945,35327,1,142963.002,164693.3783,2015
19-10-2015,66676.39,62031,0,240035.004,240035.004,2015
20-10-2015,56241.07,50594,0,202467.852,202467.852,2015
21-10-2015,76614.855,78425,0,275813.478,275813.478,2015
22-10-2015,72953.515,75393,0,262632.654,262632.654,2015
23-10-2015,63071.08,46061,0,227055.888,227055.888,2015
27-10-2015,61755.21,51984,0,222318.756,222318.756,2015
28-10-2015,135096.24,147382,0,486346.464,486346.464,2015
29-10-2015,97181.5,74105,0,349853.4,349853.4,2015
30-10-2015,59318.94,52507,0,213548.184,213548.184,2015
31-10-2015,77575.73,62375,1,279272.628,321722.0675,2015
01-11-2015,38784.185,29978,1,139623.066,160845.772,2015
02-11-2015,59716.72,46063,0,214980.192,214980.192,2015
03-11-2015,64916.86,56855,0,233700.696,233700.696,2015
04-11-2015,65189.54,58345,0,234682.344,234682.344,2015
05-11-2015,67178.11,56928,0,241841.196,241841.196,2015
06-11-2015,63353.18,51270,0,228071.448,228071.448,2015
07-11-2015,46552.88,36757,1,167590.368,193064.1039,2015
08-11-2015,35477.69,29527,1,127719.684,147133.076,2015
09-11-2015,58885.91,45028,0,211989.276,211989.276,2015
10-11-2015,59910.695,47645,0,215678.502,215678.502,2015
11-11-2015,78298.975,71844,0,281876.31,281876.31,2015
12-11-2015,78393.18,58981,0,282215.448,282215.448,2015
13-11-2015,58400.9,43948,0,210243.24,210243.24,2015
14-11-2015,45303.41,42169,1,163092.276,187882.302,2015
15-11-2015,42904.205,36704,1,154455.138,177932.319,2015
16-11-2015,87042.56,65592,0,313353.216,313353.216,2015
17-11-2015,108616.13,123535,0,391018.068,391018.068,2015
18-11-2015,91827.46,85534,0,330578.856,330578.856,2015
19-11-2015,59118.99,47523,0,212828.364,212828.364,2015
20-11-2015,59280.195,47333,0,213408.702,213408.702,2015
21-11-2015,46153.41,40891,1,166152.276,191407.422,2015
22-11-2015,42458.33,32785,1,152849.988,176083.1862,2015
23-11-2015,56927.34,44802,0,204938.424,204938.424,2015
24-11-2015,55479.98,46900,0,199727.928,199727.928,2015
25-11-2015,57495.06,44851,0,206982.216,206982.216,2015
26-11-2015,59664.45,44366,0,214792.02,214792.02,2015
27-11-2015,47968.095,35319,0,172685.142,172685.142,2015
28-11-2015,43365.885,39343,1,156117.186,179846.9983,2015
29-11-2015,45983.97,33291,1,165542.292,190704.7204,2015
30-11-2015,82639.695,72764,0,297502.902,297502.902,2015
01-12-2015,89468.345,74086,0,322086.042,322086.042,2015
02-12-2015,66259.935,62009,0,238535.766,238535.766,2015
03-12-2015,55545.315,45504,0,199963.134,199963.134,2015
04-12-2015,60144.225,50438,0,216519.21,216519.21,2015
05-12-2015,41973.705,39395,1,151105.338,174073.3494,2015
06-12-2015,69720.595,49659,1,250994.142,289145.2516,2015
07-12-2015,59784.895,44496,0,215225.622,215225.622,2015
08-12-2015,76130.28,68873,0,274069.008,274069.008,2015
09-12-2015,64640.675,52903,0,232706.43,232706.43,2015
10-12-2015,75787.005,63938,0,272833.218,272833.218,2015
11-12-2015,66663.01,53747,0,239986.836,239986.836,2015
12-12-2015,60504.52,52586,1,217816.272,250924.3453,2015
13-12-2015,72035.31,52687,1,259327.116,298744.8376,2015
14-12-2015,97971.72,91107,0,352698.192,352698.192,2015
15-12-2015,82661.13,70435,0,297580.068,297580.068,2015
16-12-2015,120631.46,135646,0,434273.256,434273.256,2015
17-12-2015,64148.015,54523,0,230932.854,230932.854,2015
18-12-2015,58501.81,49323,0,210606.516,210606.516,2015
19-12-2015,46839.935,41621,1,168623.766,194254.5784,2015
20-12-2015,44814.3,39614,1,161331.48,185853.865,2015
21-12-2015,61161.525,48841,0,220181.49,220181.49,2015
22-12-2015,65343.185,49774,0,235235.466,235235.466,2015
23-12-2015,111162.745,98009,0,400185.882,400185.882,2015
24-12-2015,50746.86,36409,0,182688.696,182688.696,2015
25-12-2015,47951.8,31185,0,172626.48,172626.48,2015
26-12-2015,50128.955,39910,1,180464.238,207894.8022,2015
27-12-2015,45851.51,42881,1,165065.436,190155.3823,2015
28-12-2015,62354.47,56006,0,224476.092,224476.092,2015
29-12-2015,81194.35,68445,0,292299.66,292299.66,2015
30-12-2015,75946.515,54867,0,273407.454,273407.454,2015
31-12-2015,86735.685,92566,0,312248.466,312248.466,2015
01-01-2016,45883.425,34489,0,165180.33,165180.33,2016
02-01-2016,46661.775,41018,1,167982.39,193515.7133,2016
03-01-2016,38858.145,28628,1,139889.322,161152.4989,2016
04-01-2016,80121.745,81891,0,288438.282,288438.282,2016
05-01-2016,71578.095,61120,0,257681.142,257681.142,2016
06-01-2016,77024.035,68060,0,277286.526,277286.526,2016
07-01-2016,100954.085,102699,0,363434.706,363434.706,2016
08-01-2016,98481.04,99571,0,354531.744,354531.744,2016
09-01-2016,42434.755,46046,1,152765.118,175985.4159,2016
10-01-2016,41520.42,34739,1,149473.512,172193.4858,2016
11-01-2016,71271.885,67130,0,256578.786,256578.786,2016
12-01-2016,61724.245,47629,0,222207.282,222207.282,2016
13-01-2016,60990.4,51375,0,219565.44,219565.44,2016
14-01-2016,80932.875,79656,0,291358.35,291358.35,2016
15-01-2016,72707.505,61431,0,261747.018,261747.018,2016
16-01-2016,52768.335,51271,1,189966.006,218840.8389,2016
17-01-2016,38216.975,34103,1,137581.11,158493.4387,2016
18-01-2016,54692.085,43219,0,196891.506,196891.506,2016
19-01-2016,59427.565,45533,0,213939.234,213939.234,2016
20-01-2016,102506.285,97562,0,369022.626,369022.626,2016
21-01-2016,112765.145,113087,0,405954.522,405954.522,2016
22-01-2016,71651.725,58460,0,257946.21,257946.21,2016
23-01-2016,45046.995,46446,1,162169.182,186818.8977,2016
24-01-2016,64518.16,58814,1,232265.376,267569.7132,2016
25-01-2016,102476.175,104512,0,368914.23,368914.23,2016
26-01-2016,59529.505,49374,0,214306.218,214306.218,2016
27-01-2016,66429.8,53758,0,239147.28,239147.28,2016
28-01-2016,71786.295,65632,0,258430.662,258430.662,2016
29-01-2016,83160.14,82128,0,299376.504,299376.504,2016
30-01-2016,40851.99,32801,1,147067.164,169421.3729,2016
31-01-2016,44978.835,38879,1,161923.806,186536.2245,2016
01-02-2016,98109.965,102707,0,353195.874,353195.874,2016
02-02-2016,74559.465,71441,0,268414.074,268414.074,2016
03-02-2016,68962.785,66048,0,248266.026,248266.026,2016
04-02-2016,76312.015,75612,0,274723.254,274723.254,2016
05-02-2016,99876.685,119502,0,359556.066,359556.066,2016
06-02-2016,78188.54,85190,1,281478.744,324263.5131,2016
07-02-2016,70339.795,68890,1,253223.262,291713.1978,2016
08-02-2016,105207.095,117356,0,378745.542,378745.542,2016
09-02-2016,84518.97,83461,0,304268.292,304268.292,2016
10-02-2016,68290.235,60681,0,245844.846,245844.846,2016
11-02-2016,68945.715,65421,0,248204.574,248204.574,2016
12-02-2016,73895.89,69821,0,266025.204,266025.204,2016
13-02-2016,55280.335,54431,1,199009.206,229258.6053,2016
14-02-2016,53845.055,52091,1,193842.198,223306.2121,2016
15-02-2016,75421.61,71273,0,271517.796,271517.796,2016
16-02-2016,81431.605,79897,0,293153.778,293153.778,2016
17-02-2016,62568.215,54927,0,225245.574,225245.574,2016
18-02-2016,60501.32,48940,0,217804.752,217804.752,2016
19-02-2016,93874.245,84335,0,337947.282,337947.282,2016
20-02-2016,49986.26,43201,1,179950.536,207303.0175,2016
21-02-2016,49022.405,38463,1,176480.658,203305.718,2016
22-02-2016,72544.275,57867,0,261159.39,261159.39,2016
23-02-2016,128978.89,127911,0,464324.004,464324.004,2016
24-02-2016,70673.19,46501,0,254423.484,254423.484,2016
25-02-2016,69827.16,62288,0,251377.776,251377.776,2016
26-02-2016,66479.985,56925,0,239327.946,239327.946,2016
27-02-2016,47550.275,41566,1,171180.99,197200.5005,2016
28-02-2016,45961.63,38894,1,165461.868,190612.0719,2016
29-02-2016,60703.815,47722,0,218533.734,218533.734,2016
01-03-2016,59115.905,54202,0,212817.258,212817.258,2016
02-03-2016,59865.41,45276,0,215515.476,215515.476,2016
03-03-2016,73787.04,43727,0,265633.344,265633.344,2016
04-03-2016,88233.04,80536,0,317638.944,317638.944,2016
05-03-2016,51051.4,38739,1,183785.04,211720.3661,2016
